No,name,desc,img,price
174,Lexus GX,"2018г.,4.6л.,автоматвнедорожник5дв.,бензинрульслева,70811км",https://im.mashina.kg/tachka/images//0/2/5/025b0bbc266243b86522c956c551b9c3_240x180.jpg,$ 44 500
175,Hyundai Elantra,"2023г.,1.5л.,вариаторседан,бензинрульслева,10км",https://im.mashina.kg/tachka/images//6/4/c/64c2a150da11cc9c13d2d254d9eaea3e_240x180.jpg,$ 18 500
176,Hyundai Mufasa,"2023г.,2л.,автоматвнедорожник5дв.,бензинрульслева,10км",https://im.mashina.kg/tachka/images//d/a/5/da5cb4d2e293827800ab94264ec4f934_240x180.jpg,$ 24 000
177,Toyota FJ Cruiser,"2014г.,4л.,автоматвнедорожник5дв.,бензинрульслева,117000км",https://im.mashina.kg/tachka/images//5/5/1/5518620441cd4c93857fde7a3b1d8584_240x180.jpg,$ 39 500
178,BMW 5 серии,"2017г.,2л.,автоматседан,дизельрульслева,141000км",https://im.mashina.kg/tachka/images//6/a/c/6ac31cbd36b00960cb3cbf5a8bcbfff2_240x180.jpg,$ 30 500
179,Geely Monjaro,"2023г.,2л.,автоматвнедорожник5дв.,бензинрульслева,10км",https://im.mashina.kg/tachka/images//b/9/9/b99f5b5a626103e422e3685b34e69149_240x180.jpg,$ 34 500
180,EXEED RX,"2023г.,2л.,роботвнедорожник5дв.,бензинрульслева,5км",https://im.mashina.kg/tachka/images//c/4/5/c450a65564c1c9440e9d0649db8deaeb_240x180.jpg,$ 30 000
181,BMW X5,"2017г.,3л.,автоматвнедорожник5дв.,дизельрульслева,128000км",https://im.mashina.kg/tachka/images//8/4/6/846c852f78c0de132fd14b2d6d9c2b15_240x180.jpg,$ 49 000
182,BMW M5,"2012г.,4.4л.,роботседан,бензинрульслева,130000км",https://im.mashina.kg/tachka/images//d/4/f/d4fcd23d762483e96f5a24fb334b0d3b_240x180.jpg,$ 40 000
183,Lexus GX,"2021г.,4.6л.,автоматвнедорожник5дв.,бензинрульслева,10921км",https://im.mashina.kg/tachka/images//b/b/0/bb0aab318b7602b4adf6057ec255ac55_240x180.jpg,$ 97 000
184,Subaru Outback,"2018г.,2.5л.,вариаторуниверсал,бензинрульслева,183465км",https://im.mashina.kg/tachka/images//4/3/8/438109d733ecd283f64e5cfe9778cc8e_240x180.jpg,$ 15 999
185,BMW X5,"2004г.,3л.,автоматвнедорожник5дв.,дизельрульслева,400000км",https://im.mashina.kg/tachka/images//6/b/1/6b1f9470f49527c50d33bae8d03c1a94_240x180.jpg,$ 12 200
186,Volvo XC70,"2010г.,2.4л.,автоматуниверсал,дизельрульслева,250000км",https://im.mashina.kg/tachka/images//9/0/5/9053a3873f651e70651edaaee0ce152c_240x180.jpg,$ 15 500
187,Mercedes-Benz E-Класс,"2006г.,3.5л.,автоматседан,бензинрульслева,204000км",https://im.mashina.kg/tachka/images//f/2/9/f2923765bfc19582956f87293c4ee625_240x180.jpg,$ 12 600
188,Toyota Land Cruiser Prado,"2013г.,3л.,автоматвнедорожник5дв.,дизельрульслева,225522км",https://im.mashina.kg/tachka/images//a/8/3/a838d7e10387d789ed8717e4d17a3792_240x180.jpg,$ 34 000
189,Lexus ES,"2016г.,2.5л.,вариаторседан,гибридрульслева,58000км",https://im.mashina.kg/tachka/images//2/4/9/249a75e3905b3d8dd32ea1835b3b6abe_240x180.jpg,$ 25 000
190,BMW X5,"2019г.,3л.,автоматвнедорожник5дв.,бензинрульслева,57000км",https://im.mashina.kg/tachka/images//1/a/7/1a7bf5d5564e717a12eb5add64fd69de_240x180.jpg,$ 76 000
191,Land Rover Range Rover,"2023г.,4.4л.,автоматвнедорожник5дв.,бензинрульслева,15км",https://im.mashina.kg/tachka/images//9/4/6/946a6b09d47a533f11f9b86f6e59482e_240x180.jpg,$ 262 500
192,Ford F-150,"2017г.,2.7л.,автоматпикапдвойнаякабина,бензинрульслева,199000км",https://im.mashina.kg/tachka/images//e/0/f/e0f13eb9bf46364673a9eff45c288656_240x180.jpg,$ 36 000
193,Toyota Camry (Japan),"2004г.,2.4л.,автоматседан,бензинрульсправа,234000км",https://im.mashina.kg/tachka/images//e/1/4/e14a84fff3bd039e2477ca29361af49c_240x180.jpg,$ 12 800
194,LiXiang L9,"2024г.,1.5л.,автоматвнедорожник5дв.,гибридрульслева,10км",https://im.mashina.kg/tachka/images//d/8/1/d810ff44a31e667a7535f17670ca1900_240x180.jpg,$ 66 800
195,Hyundai Santa Fe,"2019г.,2л.,автоматвнедорожник5дв.,бензинрульслева,87000км",https://im.mashina.kg/tachka/images//9/7/9/9794492a145f6e93141bae63a7cb3c60_240x180.jpg,$ 23 000
196,Mercedes-Benz GL-Класс,"2007г.,4.7л.,автоматвнедорожник5дв.,бензинрульслева,214000км",https://im.mashina.kg/tachka/images//8/d/6/8d66d9cd097bde61b989e6ff5521490e_240x180.jpg,$ 12 500
197,Honda CR-V,"2019г.,1.5л.,вариаторвнедорожник5дв.,бензинрульслева,43452км",https://im.mashina.kg/tachka/images//4/e/3/4e32bc56a657e751465776f4ffd01d8d_240x180.jpg,$ 25 800
198,Hyundai Avante,"2021г.,1.6л.,вариаторседан,бензинрульслева,46900км",https://im.mashina.kg/tachka/images//e/b/9/eb9108759fecff1a39fde6498438e313_240x180.jpg,$ 18 500
199,Hyundai Palisade,"2021г.,2.2л.,автоматвнедорожник5дв.,дизельрульслева,33000км",https://im.mashina.kg/tachka/images//0/f/a/0fae08137d16ead570f4c3ea218b999b_240x180.jpg,$ 43 000
200,Lexus RX,"2009г.,3.5л.,автоматвнедорожник5дв.,бензинрульслева,163000км",https://im.mashina.kg/tachka/images//7/3/c/73c3c58ce1894a9b7556b14bebd14866_240x180.jpg,$ 19 000
201,Kia K5 III Седан,"2020г.,2л.,автоматседан,бензинрульслева,82000км",https://im.mashina.kg/tachka/images//3/2/2/3229b8824e484731012b92ecb1f80379_240x180.jpg,$ 27 800
202,Toyota Crown,"2007г.,3л.,автоматседан,бензинрульсправа,190000км",https://im.mashina.kg/tachka/images//9/8/6/9869f63f26f7462b925f5c88086fb0fa_240x180.jpg,$ 9 000
203,BMW 7 серии,"1999г.,4.4л.,автоматседан,бензинрульслева,295000км",https://im.mashina.kg/tachka/images//3/5/4/354b4c0fddddaf0a550ae0e1b1ba377a_240x180.jpg,$ 12 500
204,BMW X7,"2019г.,3л.,автоматвнедорожник5дв.,бензинрульслева,60000км",https://im.mashina.kg/tachka/images//3/8/4/384691935e4688f573de8f3c043cb403_240x180.jpg,$ 61 000
205,Land Rover Range Rover Velar,"2019г.,2л.,автоматвнедорожник5дв.,бензинрульслева,74000км",https://im.mashina.kg/tachka/images//7/2/f/72ffba99de7a85ca6bf4babe48159a42_240x180.jpg,$ 46 000
206,Geely Coolray,"2023г.,1.5л.,роботвнедорожник5дв.,бензинрульслева,20км",https://im.mashina.kg/tachka/images//b/b/0/bb0f00239cf5baa33a7d96c36aabf6c6_240x180.jpg,$ 17 800
207,Toyota Camry,"2016г.,2.5л.,автоматседан,бензинрульслева,60300км",https://im.mashina.kg/tachka/images//0/e/e/0eece0e659c5a1150b8a0d2421323aac_240x180.jpg,$ 17 500
208,Hyundai Tucson,"2022г.,1.6л.,роботвнедорожник5дв.,бензинрульслева,1000км",https://im.mashina.kg/tachka/images//f/e/a/fea1e76b4b50ce4bb6bddc33d64344cf_240x180.jpg,$ 27 500
209,Toyota Highlander,"2020г.,2.5л.,автоматвнедорожник5дв.,гибридрульслева,49000км",https://im.mashina.kg/tachka/images//b/5/0/b50602a565af201383dab5a2374c58ed_240x180.jpg,$ 49 000
210,Honda Crider,"2023г.,1л.,вариаторседан,бензинрульслева,5км",https://im.mashina.kg/tachka/images//d/c/a/dca23d083cb5e1d59dc3504778c0b024_240x180.jpg,$ 17 000
211,Land Rover Range Rover Sport,"2012г.,5л.,автоматвнедорожник5дв.,бензинрульслева,171000км",https://im.mashina.kg/tachka/images//8/3/1/831af7f6ecc28312a9fca98c226a1438_240x180.jpg,$ 24 000
212,Hyundai Grand Starex,"2018г.,2.5л.,автоматминивэн,дизельрульслева,52000км",https://im.mashina.kg/tachka/images//6/3/5/63552a88d80b57015f091c2473ea437b_240x180.jpg,$ 37 000
213,Lexus ES,"2018г.,2.5л.,вариаторседан,гибридрульслева,75000км",https://im.mashina.kg/tachka/images//b/a/0/ba0d6cfcfb235a9558d2bcd043f5ad34_240x180.jpg,$ 38 500
214,Voyah Free,"2023г.,1.5л.,автоматвнедорожник5дв.,гибридрульслева,10км",https://im.mashina.kg/tachka/images//6/b/5/6b529a2396e4fe8873625bf392d47962_240x180.jpg,$ 39 100
215,Jaguar XF,"2017г.,2л.,автоматседан,дизельрульслева,60000км",https://im.mashina.kg/tachka/images//c/9/c/c9c6b48490f0630d36a6068998ced9b4_240x180.jpg,$ 28 000
216,Toyota Camry,"2018г.,2.5л.,автоматседан,бензинрульслева,37000км",https://im.mashina.kg/tachka/images//a/0/f/a0f4e01a25ce6e0259af77b147c8f8ce_240x180.jpg,$ 26 500
217,Toyota Camry,"2013г.,2.5л.,автоматседан,бензинрульслева,132000км",https://im.mashina.kg/tachka/images//c/2/f/c2fe11f9536e7e3ccf8c10b762be4e2e_240x180.jpg,$ 14 700
218,BMW 5 серии,"2020г.,2л.,автоматседан,бензинрульслева,42000км",https://im.mashina.kg/tachka/images//4/e/2/4e2b6027bec7e3201435c487d97bdb04_240x180.jpg,$ 46 500
219,Subaru Legacy Lancaster,"2000г.,2.5л.,автоматуниверсал,бензинрульсправа,282763км",https://im.mashina.kg/tachka/images//c/a/f/cafd299e4ccaea7bae9096f18b6bbde1_240x180.jpg,$ 4 800
220,Mercedes-Benz S-Класс,"2015г.,4.7л.,автоматседан,бензинрульслева,134000км",https://im.mashina.kg/tachka/images//4/6/b/46b75caa851658754b3d49bc0525bd94_240x180.jpg,$ 41 500
221,Mercedes-Benz S-Класс,"2014г.,4.7л.,автоматседан,бензинрульслева,61000км",https://im.mashina.kg/tachka/images//5/4/c/54cd868e8fd00b50a808b867aaddb688_240x180.jpg,$ 34 000
222,Mercedes-Benz S-Класс,"2015г.,4.7л.,автоматседан,бензинрульслева,200000км",https://im.mashina.kg/tachka/images//7/b/3/7b3d771dc3e2da1e9a66c7810329a663_240x180.jpg,$ 40 500
223,Volkswagen Transporter,"1991г.,1.9л.,механикаминивэн,дизельрульслева,200000км",https://im.mashina.kg/tachka/images//5/0/9/509b868e83b77de6babc456b2dfcc440_240x180.jpg,$ 9 000
224,Lexus RX,"2014г.,3.5л.,вариаторвнедорожник5дв.,гибридрульслева,167000км",https://im.mashina.kg/tachka/images//9/9/4/994c83da952d133703ef76df65379a6a_240x180.jpg,$ 28 300
225,Hyundai Grandeur,"2018г.,3л.,автоматседан,газрульслева,191000км",https://im.mashina.kg/tachka/images//5/7/6/5763e0911f5c2d2dc29b803780d147f2_240x180.jpg,$ 18 300
226,Subaru Outback,"2020г.,2.5л.,вариаторуниверсал,бензинрульслева,29000км",https://im.mashina.kg/tachka/images//6/f/9/6f945b34ce36975f42b6cf9664836265_240x180.jpg,$ 27 000
227,BMW 3 серии,"2017г.,2л.,автоматседан,дизельрульслева,96000км",https://im.mashina.kg/tachka/images//3/9/2/39296e692d395c96a48bbce22dff6e74_240x180.jpg,$ 20 500
228,Lexus UX,"2019г.,2л.,вариаторвнедорожник5дв.,бензинрульслева,24123км",https://im.mashina.kg/tachka/images//f/e/5/fe5180864eb632a55c7bcb03a66f8f70_240x180.jpg,$ 32 000
229,Lexus RX,"2023г.,2.4л.,автоматвнедорожник5дв.,бензинрульслева,90км",https://im.mashina.kg/tachka/images//b/f/9/bf99c4f27531699d0a36b940f7d799d9_240x180.jpg,$ 76 900
230,BYD FangChengBao Leopard 5,"2023г.,1.5л.,вариаторвнедорожник5дв.,гибридрульслева,45км",https://im.mashina.kg/tachka/images//5/c/3/5c30589c8b4a07025f66ea640752c2f2_240x180.jpg,$ 54 300
231,Chevrolet Cruze,"2010г.,1.8л.,автоматседан,бензинрульслева,117000км",https://im.mashina.kg/tachka/images//0/e/c/0ec30b8fdd318f86ea6acdea0782c79f_240x180.jpg,$ 7 000
232,BMW X5,"2018г.,3л.,автоматвнедорожник5дв.,бензинрульслева,58000км",https://im.mashina.kg/tachka/images//c/0/3/c03740d2a13a8976afac31061c7eeb83_240x180.jpg,$ 34 500
233,Cadillac Escalade,"2019г.,6.2л.,автоматвнедорожник5дв.,бензинрульслева,34000км",https://im.mashina.kg/tachka/images//b/c/9/bc9e96509f7ee30613a76e1a42481c05_240x180.jpg,$ 100 000
234,Honda Fit,"2014г.,1.5л.,роботхэтчбек5дв.,гибридрульслева,105000км",https://im.mashina.kg/tachka/images//2/6/5/265808bd38d982193aeff6768e25a7bf_240x180.jpg,$ 10 800
235,EXEED RX,"2023г.,2л.,роботвнедорожник5дв.,бензинрульслева,1км",https://im.mashina.kg/tachka/images//2/e/7/2e7af128f50bb179fd6a9850e706e18e_240x180.jpg,$ 30 800
236,Kia K5 III Седан,"2019г.,1.6л.,автоматседан,бензинрульслева,83000км",https://im.mashina.kg/tachka/images//8/3/0/8306ec72fdaf5c7187be6b6d78a6291d_240x180.jpg,$ 26 500
237,Toyota Camry,"2017г.,2.5л.,вариаторседан,гибридрульслева,83000км",https://im.mashina.kg/tachka/images//0/0/a/00ab80fdddf90c8c7b7bb6d6686afc78_240x180.jpg,$ 23 900
238,Hyundai Starex (H-1),"2017г.,2.5л.,автоматминивэн,дизельрульслева,70000км",https://im.mashina.kg/tachka/images//2/e/e/2eeaa73f9988b2a30091af86216eb1f8_240x180.jpg,$ 25 000
239,Toyota Highlander,"2018г.,3.5л.,автоматвнедорожник5дв.,бензинрульслева,171000км",https://im.mashina.kg/tachka/images//f/0/6/f06eb43f78927e3469fe75cad2864d58_240x180.jpg,$ 27 500
240,BMW X5,"2017г.,3л.,автоматвнедорожник5дв.,дизельрульслева,140000км",https://im.mashina.kg/tachka/images//8/1/f/81f173aa6139c38550190f0dacac1f50_240x180.jpg,$ 43 000
241,Hyundai Sonata,"2019г.,2л.,автоматседан,бензинрульслева,130000км",https://im.mashina.kg/tachka/images//9/1/5/915c9123f278d66df174151a8e4cb4ee_240x180.jpg,$ 21 000
242,Kia K7,"2017г.,2.4л.,автоматседан,бензинрульслева,121000км",https://im.mashina.kg/tachka/images//2/3/8/2389e384363c7905cc0f684ea3413e39_240x180.jpg,$ 17 800
243,BMW X5,"2017г.,4.4л.,автоматвнедорожник5дв.,бензинрульслева,144500км",https://im.mashina.kg/tachka/images//0/e/5/0e587be1341350a53a8c67d4e0e4c5fb_240x180.jpg,$ 42 000
244,Kia Carnival,"2018г.,2.2л.,автоматминивэн,дизельрульслева,152000км",https://im.mashina.kg/tachka/images//2/f/7/2f727467a91e55c75c7ba92b2eafd380_240x180.jpg,$ 18 000
245,BMW X5,"2019г.,3л.,автоматвнедорожник5дв.,дизельрульслева,177000км",https://im.mashina.kg/tachka/images//4/e/b/4eb9f952d863d4e24b01bd99f9f55f8a_240x180.jpg,$ 63 500
246,Hyundai Sonata,"2017г.,2л.,автоматседан,бензинрульслева,123700км",https://im.mashina.kg/tachka/images//9/1/3/91352a48ff73d7fd873482919aba6209_240x180.jpg,$ 15 300
247,Skoda Kodiaq,"2023г.,2л.,роботвнедорожник5дв.,бензинрульслева,10км",https://im.mashina.kg/tachka/images//1/e/1/1e18ddb791d1241c42fd27e25b066a8b_240x180.jpg,$ 38 500
248,Kia K7,"2019г.,3л.,автоматседан,газрульслева,152123км",https://im.mashina.kg/tachka/images//1/4/2/1428d74480c64b31624d1ba31bf93b77_240x180.jpg,$ 20 000
249,Mercedes-Benz E-Класс AMG,"2010г.,6.2л.,автоматседан,бензинрульслева,60000км",https://im.mashina.kg/tachka/images//a/6/4/a648144a8e07b1c233f811f77e02c65c_240x180.jpg,$ 37 000
250,Geely Monjaro,"2023г.,2л.,автоматвнедорожник5дв.,бензинрульслева,60км",https://im.mashina.kg/tachka/images//0/3/4/034d0ec7b7f814bcf27d892a026222e1_240x180.jpg,$ 31 000
251,Geely Monjaro,"2023г.,2л.,автоматвнедорожник5дв.,бензинрульслева,60км",https://im.mashina.kg/tachka/images//7/a/5/7a5283911b4b8e7d79e249d32048ed52_240x180.jpg,$ 31 000
252,Toyota Avalon,"2019г.,2.5л.,вариаторседан,гибридрульслева,24000км",https://im.mashina.kg/tachka/images//d/9/d/d9dbbf71986d82927390db0caa2f9bef_240x180.jpg,$ 31 000
253,Lexus LX,"2012г.,5.7л.,автоматвнедорожник5дв.,бензинрульслева,153000км",https://im.mashina.kg/tachka/images//d/7/7/d77f6209d65aeb4a235fa05b5adcf0e7_240x180.jpg,$ 51 500
254,BMW X5,"2019г.,3л.,автоматвнедорожник5дв.,бензинрульслева,160934км",https://im.mashina.kg/tachka/images//a/0/c/a0c4a4369cfe3850103fa063e2c1c425_240x180.jpg,$ 60 000
255,Zeekr 007,"2024г.,автоматседан,электрорульслева,30км",https://im.mashina.kg/tachka/images//f/1/4/f14fe57d5eecdbbcbebd21d433880b72_240x180.jpg,$ 53 000
256,Hyundai Avante,"2017г.,1.6л.,автоматседан,бензинрульслева,155000км",https://im.mashina.kg/tachka/images//2/9/4/294d46d02fa3653b40b510baa3ee3dd4_240x180.jpg,$ 12 750
257,Mercedes-Benz GLE Coupe,"2021г.,2.9л.,автоматвнедорожник5дв.,дизельрульслева,56000км",https://im.mashina.kg/tachka/images//c/b/e/cbe1071934a39b92a06fde735b37b5f0_240x180.jpg,$ 95 000
258,BMW 5 серии,"2018г.,3л.,автоматседан,бензинрульслева,88000км",https://im.mashina.kg/tachka/images//f/7/f/f7f14f9ec92b07dee124d12226fa189a_240x180.jpg,$ 41 500
259,Toyota Crown,"2009г.,3.5л.,автоматседан,бензинрульсправа,164000км",https://im.mashina.kg/tachka/images//0/a/0/0a04181b1ef971de9c164199a53c822e_240x180.jpg,$ 11 400
260,Volkswagen ID.4,"2022г.,автоматвнедорожник5дв.,электрорульслева,14000км",https://im.mashina.kg/tachka/images//c/3/f/c3f808e099e42903e3db14c83569c774_240x180.jpg,$ 25 000
